point_id,gas,temperature_K,pressure_MPa,pressure_basis,salt,salt_molality,salt_composition,m_Na,m_Cl,m_K,m_Ca,m_Mg,m_SO4,source_id,reference,method,flags,water_mole_fraction_vapor,value_as_printed,unit_as_printed
C2H6_alassi2023_c2c4_001,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.33e-05,63.3,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_002,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.33e-05,63.3,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_003,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,6.39e-05,63.9,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_004,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.43e-05,64.3,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_005,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.43e-05,64.3,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_006,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,6.46e-05,64.6,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_007,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.49e-05,64.9,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_008,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.49e-05,64.9,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_009,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.54e-05,65.4,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_010,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.54e-05,65.4,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_011,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.59e-05,65.9,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_012,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.59e-05,65.9,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_013,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,6.6e-05,66,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_014,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.61e-05,66.1,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_015,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,6.61e-05,66.1,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_016,C2H6,273.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,6.92e-05,69.2,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_017,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,8.46e-05,84.6,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_018,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,8.66e-05,86.6,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_019,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,8.79e-05,87.9,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_020,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,8.84e-05,88.4,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_021,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,8.84e-05,88.4,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_022,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,8.88e-05,88.8,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_023,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,8.88e-05,88.8,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_024,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,8.89e-05,88.9,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_025,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,8.93e-05,89.3,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_026,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,9.06e-05,90.6,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_027,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,9.15e-05,91.5,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_028,C2H6,278.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,9.27e-05,92.7,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_029,C2H6,283.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0001178,117.8,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_030,C2H6,283.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0001195,119.5,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_031,C2H6,283.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,0.0001207,120.7,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_032,C2H6,283.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,0.0001207,120.7,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_033,C2H6,283.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.000121,121,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_034,C2H6,283.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,0.0001211,121.1,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_035,C2H6,283.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,0.0001211,121.1,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_036,C2H6,283.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0001222,122.2,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_037,C2H6,288.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0001702,170.2,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_038,C2H6,288.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0001705,170.5,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_039,C2H6,288.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0001713,171.3,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_040,C2H6,288.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,0.0001715,171.5,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_041,C2H6,288.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,0.0001715,171.5,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_042,C2H6,288.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,0.0001715,171.5,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_043,C2H6,288.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0001717,171.7,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_044,C2H6,288.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0001721,172.1,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_045,C2H6,288.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0001724,172.4,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_046,C2H6,288.15,24.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.000173,173,"y2 water content, ppm in ethane (phase LHE)"
C2H6_alassi2023_c2c4_047,C2H6,293.15,24.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0002181,218.1,"y2 water content, ppm in ethane (phase LLE)"
C2H6_alassi2023_c2c4_048,C2H6,293.15,24.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0002224,222.4,"y2 water content, ppm in ethane (phase LLE)"
C2H6_alassi2023_c2c4_049,C2H6,293.15,24.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,0.000224,224,"y2 water content, ppm in ethane (phase LLE)"
C2H6_alassi2023_c2c4_050,C2H6,293.15,24.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,replicate,0.000224,224,"y2 water content, ppm in ethane (phase LLE)"
C2H6_alassi2023_c2c4_051,C2H6,293.15,24.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0002253,225.3,"y2 water content, ppm in ethane (phase LLE)"
C2H6_alassi2023_c2c4_052,C2H6,293.15,24.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alassi2023_c2c4,"Alassi, Chapoy & Burgass (2023)",electrochemical,,0.0002267,226.7,"y2 water content, ppm in ethane (phase LLE)"
C2H6_coanking1971_c2c4_001,C2H6,298.15,2.4419325,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.00142,0.00142,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_002,C2H6,298.15,2.9688225,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.00111,0.00111,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_003,C2H6,298.15,3.5970375,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.0009,0.00090,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_004,C2H6,298.15,3.60717,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.00093,0.00093,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_005,C2H6,323.15,2.2798125,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.00563,0.00563,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_006,C2H6,323.15,2.9688225,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,replicate,0.00432,0.00432,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_007,C2H6,323.15,2.9688225,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,replicate,0.00432,0.00432,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_008,C2H6,323.15,2.9688225,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.00437,0.00437,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_009,C2H6,323.15,3.5767725,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.00354,0.00354,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_010,C2H6,323.15,3.627435,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.00354,0.00354,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_011,C2H6,348.15,2.330475,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.0175,0.0175,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_012,C2H6,348.15,2.371005,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.0169,0.0169,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_013,C2H6,348.15,3.0296175,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.0132,0.0132,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_014,C2H6,348.15,3.627435,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.0109,0.0109,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_015,C2H6,373.15,2.59392,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.0414,0.0414,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_016,C2H6,373.15,2.9282925,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.0367,0.0367,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_017,C2H6,373.15,2.9890875,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.036,0.0360,Y2 (mole fraction water in the compressed gas phase)
C2H6_coanking1971_c2c4_018,C2H6,373.15,3.6375675,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,coanking1971_c2c4,Coan & King (1971),gravimetric,,0.0296,0.0296,Y2 (mole fraction water in the compressed gas phase)
C2H6_mohammadi2004_c2c4_047,C2H6,282.93,0.506,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,mohammadi2004_c2c4,"Mohammadi, Chapoy, Tohidi & Richon 2004",analytical_sampling,from_compilation,0.002442,0.002442,y_H2O mole fraction
C2H6_mohammadi2004_c2c4_048,C2H6,288.11,1.859,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,mohammadi2004_c2c4,"Mohammadi, Chapoy, Tohidi & Richon 2004",analytical_sampling,from_compilation,0.001031,0.001031,y_H2O mole fraction
C2H6_mohammadi2004_c2c4_049,C2H6,292.95,1.049,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,mohammadi2004_c2c4,"Mohammadi, Chapoy, Tohidi & Richon 2004",analytical_sampling,from_compilation,0.002204,0.002204,y_H2O mole fraction
C2H6_mohammadi2004_c2c4_050,C2H6,293.1,1.926,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,mohammadi2004_c2c4,"Mohammadi, Chapoy, Tohidi & Richon 2004",analytical_sampling,from_compilation,0.001305,0.001305,y_H2O mole fraction
C2H6_mohammadi2004_c2c4_051,C2H6,293.1,2.99,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,mohammadi2004_c2c4,"Mohammadi, Chapoy, Tohidi & Richon 2004",analytical_sampling,from_compilation,0.000832,0.000832,y_H2O mole fraction
C2H6_reamer1943_c2c4_001,C2H6,310.9278,6.38661341,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.00133,0.001330,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_002,C2H6,310.9278,62.12313952,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.000647,0.000647,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_003,C2H6,310.9278,55.22700357,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.000656,0.000656,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_004,C2H6,310.9278,48.14539866,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.00062,0.000620,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_005,C2H6,310.9278,35.66244111,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.000623,0.000623,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_006,C2H6,310.9278,21.31169389,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.000723,0.000723,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_007,C2H6,310.9278,13.63300302,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.000802,0.000802,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_008,C2H6,344.2611,61.99765494,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.00196,0.001960,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_009,C2H6,344.2611,48.27157271,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.00219,0.002190,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_010,C2H6,344.2611,41.48851077,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.002034,0.002034,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_011,C2H6,344.2611,2.21183805,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.01557,0.015570,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_012,C2H6,377.5944,48.84797439,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.005639,0.005639,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_013,C2H6,377.5944,42.1035231,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.006346,0.006346,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_014,C2H6,377.5944,28.38847247,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.007224,0.007224,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
C2H6_reamer1943_c2c4_015,C2H6,377.5944,3.69972661,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,reamer1943_c2c4,"Reamer, Olds, Sage & Lacey (1943)",analytical_sampling,,0.003362,0.003362,"mole fraction water in the dew-point ETHANE-rich GAS phase (Table I, printed header 'Mole Fraction Water X 10^3'; the extraction already applied the 10^-3, so this cell is an ABSOLUTE mole fraction and is NOT descaled again)"
