point_id,gas,temperature_K,pressure_MPa,pressure_basis,salt,salt_molality,salt_composition,m_Na,m_Cl,m_K,m_Ca,m_Mg,m_SO4,source_id,reference,method,flags,solubility_mole_fraction,solubility_mol_per_kgw,value_as_printed,unit_as_printed
CO2_corti1990_co2_001,CO2,323.15,9.56,total,mixed,1.95,"Na2SO4 (per-ion mol/kg water: Na 3.9, SO4 1.95)",3.900000,0.000000,0.000000,0.000000,0.000000,1.950000,corti1990_co2,Corti et al. (1990),analytical_sampling,,0.00662152,0.37,0.370,m1 molality of CO2 (mol/kg); header footnote a = calculated by compiler
CO2_corti1990_co2_002,CO2,323.15,14.51,total,mixed,1.98,"Na2SO4 (per-ion mol/kg water: Na 3.96, SO4 1.98)",3.960000,0.000000,0.000000,0.000000,0.000000,1.980000,corti1990_co2,Corti et al. (1990),analytical_sampling,,0.00694142,0.388,0.388,m1 molality of CO2 (mol/kg); header footnote a = calculated by compiler
CO2_corti1990_co2_003,CO2,323.15,7.66,total,mixed,2.71,"Na2SO4 (per-ion mol/kg water: Na 5.42, SO4 2.71)",5.420000,0.000000,0.000000,0.000000,0.000000,2.710000,corti1990_co2,Corti et al. (1990),analytical_sampling,,0.00398347,0.222,0.222,m1 molality of CO2 (mol/kg); header footnote a = calculated by compiler
CO2_corti1990_co2_004,CO2,323.15,13.76,total,mixed,2.72,"Na2SO4 (per-ion mol/kg water: Na 5.44, SO4 2.72)",5.440000,0.000000,0.000000,0.000000,0.000000,2.720000,corti1990_co2,Corti et al. (1990),analytical_sampling,,0.00530424,0.296,0.296,m1 molality of CO2 (mol/kg); header footnote a = calculated by compiler
CO2_corti1990_co2_005,CO2,348.15,3.79,total,mixed,0.95,"Na2SO4 (per-ion mol/kg water: Na 1.9, SO4 0.95)",1.900000,0.000000,0.000000,0.000000,0.000000,0.950000,corti1990_co2,Corti et al. (1990),analytical_sampling,,0.00471568,0.263,0.263,m1 molality of CO2 (mol/kg); header footnote a = calculated by compiler
CO2_corti1990_co2_006,CO2,348.15,7.58,total,mixed,0.96,"Na2SO4 (per-ion mol/kg water: Na 1.92, SO4 0.96)",1.920000,0.000000,0.000000,0.000000,0.000000,0.960000,corti1990_co2,Corti et al. (1990),analytical_sampling,,0.00827209,0.463,0.463,m1 molality of CO2 (mol/kg); header footnote a = calculated by compiler
CO2_corti1990_co2_007,CO2,348.15,9.79,total,mixed,0.97,"Na2SO4 (per-ion mol/kg water: Na 1.94, SO4 0.97)",1.940000,0.000000,0.000000,0.000000,0.000000,0.970000,corti1990_co2,Corti et al. (1990),analytical_sampling,,0.0098112,0.55,0.550,m1 molality of CO2 (mol/kg); header footnote a = calculated by compiler
CO2_corti1990_co2_008,CO2,348.15,4.31,total,mixed,1.97,"Na2SO4 (per-ion mol/kg water: Na 3.94, SO4 1.97)",3.940000,0.000000,0.000000,0.000000,0.000000,1.970000,corti1990_co2,Corti et al. (1990),analytical_sampling,,0.00285625,0.159,0.159,m1 molality of CO2 (mol/kg); header footnote a = calculated by compiler
CO2_corti1990_co2_009,CO2,348.15,7.21,total,mixed,1.91,"Na2SO4 (per-ion mol/kg water: Na 3.82, SO4 1.91)",3.820000,0.000000,0.000000,0.000000,0.000000,1.910000,corti1990_co2,Corti et al. (1990),analytical_sampling,,0.00471568,0.263,0.263,m1 molality of CO2 (mol/kg); header footnote a = calculated by compiler
CO2_corti1990_co2_010,CO2,348.15,13.27,total,mixed,2.01,"Na2SO4 (per-ion mol/kg water: Na 4.02, SO4 2.01)",4.020000,0.000000,0.000000,0.000000,0.000000,2.010000,corti1990_co2,Corti et al. (1990),analytical_sampling,,0.00724335,0.405,0.405,m1 molality of CO2 (mol/kg); header footnote a = calculated by compiler
CO2_cramer1982_co2_001,CO2,306.15,0.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,0.00376,0.209499,0.00376,x1 (mole fraction CO2 in liquid); table prints as 10^3*x1
CO2_cramer1982_co2_002,CO2,399.45,2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,0.002865,0.159488,0.0028650000000000004,x1 (mole fraction CO2 in liquid); table prints as 10^3*x1
CO2_cramer1982_co2_003,CO2,405.65,2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,0.002716,0.151171,0.002716,x1 (mole fraction CO2 in liquid); table prints as 10^3*x1
CO2_cramer1982_co2_004,CO2,419.15,2.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,0.004158,0.231768,0.004158,x1 (mole fraction CO2 in liquid); table prints as 10^3*x1
CO2_cramer1982_co2_005,CO2,426.65,3.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,0.004356,0.242852,0.004356,x1 (mole fraction CO2 in liquid); table prints as 10^3*x1
CO2_cramer1982_co2_006,CO2,471.25,4.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,0.004758,0.265371,0.004758,x1 (mole fraction CO2 in liquid); table prints as 10^3*x1
CO2_cramer1982_co2_007,CO2,486.25,5.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,0.007172,0.400982,0.0071719999999999996,x1 (mole fraction CO2 in liquid); table prints as 10^3*x1
CO2_cramer1982_co2_008,CO2,296.75,0.8,unclear,NaCl,0.496493,,0.496493,0.496493,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,199,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_009,CO2,346.85,1.7,unclear,NaCl,0.50606,,0.506060,0.506060,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,499,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_010,CO2,396.75,2.1,unclear,NaCl,0.523553,,0.523553,0.523553,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,645,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_011,CO2,298.35,1.9,unclear,NaCl,1.93962,,1.939620,1.939620,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,329,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_012,CO2,326.05,1.3,unclear,NaCl,1.95715,,1.957150,1.957150,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,514,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_013,CO2,330.35,1.2,unclear,NaCl,1.96063,,1.960630,1.960630,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,506,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_014,CO2,347.85,1.5,unclear,NaCl,1.97694,,1.976940,1.976940,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,637,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_015,CO2,355.25,1.4,unclear,NaCl,1.98487,,1.984870,1.984870,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,647,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_016,CO2,357.95,0.9,unclear,NaCl,1.98792,,1.987920,1.987920,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,820,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_017,CO2,370.55,1.9,unclear,NaCl,2.00324,,2.003240,2.003240,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,939,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_018,CO2,401.55,1.7,unclear,NaCl,2.04884,,2.048840,2.048840,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,1060,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_019,CO2,417.45,2.1,unclear,NaCl,2.07673,,2.076730,2.076730,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,1037,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_cramer1982_co2_020,CO2,511.75,6.2,unclear,NaCl,2.31287,,2.312870,2.312870,0.000000,0.000000,0.000000,0.000000,cramer1982_co2,"Cramer (1982), NaCl slice",manometric_volumetric,,,,928,KH Henry's law constant (MPa) = P1*phi1/x1
CO2_crovettowood1992_co2_001,CO2,623,17.63,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,replicate,0.004802,0.267837,4.802,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_002,CO2,623,17.65,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.004802,0.267837,4.802,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_003,CO2,623,17.63,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,replicate,0.004802,0.267837,4.802,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_004,CO2,623.09,18.48,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.007535,0.421431,7.535,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_005,CO2,623.09,18.44,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.007535,0.421431,7.535,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_006,CO2,623.09,18.45,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.007535,0.421431,7.535,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_007,CO2,631.63,20.23,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.008745,0.489703,8.745,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_008,CO2,631.63,20.25,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.008745,0.489703,8.745,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_009,CO2,631.71,19.89,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.007547,0.422107,7.547,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_010,CO2,631.71,19.95,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,replicate,0.007547,0.422107,7.547,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_011,CO2,631.71,19.95,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,replicate,0.007547,0.422107,7.547,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_012,CO2,631.7,19.67,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.006357,0.355124,6.357,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_013,CO2,631.7,19.65,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.006357,0.355124,6.357,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_014,CO2,642.7,21.88,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.006987,0.390566,6.987,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_015,CO2,642.7,21.92,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.006987,0.390566,6.987,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_016,CO2,642.67,22.46,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.008459,0.473551,8.459,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_017,CO2,642.67,22.48,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.008459,0.473551,8.459,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_018,CO2,642.67,22.4,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.008459,0.473551,8.459,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_019,CO2,642.68,22.05,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.008459,0.473551,8.459,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_020,CO2,642.7,21.78,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.005489,0.306367,5.489,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_crovettowood1992_co2_021,CO2,642.7,21.78,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crovettowood1992_co2,Crovetto & Wood (1992),other,,0.005489,0.306367,5.489,"x_CO2 x 10^3, mole fraction CO2 in liquid (bubble-point/Henry's-law data)"
CO2_curryhazelton1938_co2_001,CO2,298.15,0.0963785,partial_CO2,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,curryhazelton1938_co2,Curry & Hazelton (1938),analytical_sampling,,0.000572899,0.0318189,0.816,Ostwald coefficient L [cm3/cm3]
CO2_curryhazelton1938_co2_002,CO2,298.15,0.0970851,partial_CO2,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,curryhazelton1938_co2,Curry & Hazelton (1938),analytical_sampling,,0.000581338,0.0322879,0.822,Ostwald coefficient L [cm3/cm3]
CO2_curryhazelton1938_co2_003,CO2,298.15,0.0961918,partial_CO2,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,curryhazelton1938_co2,Curry & Hazelton (1938),analytical_sampling,,0.000584396,0.0324578,0.834,Ostwald coefficient L [cm3/cm3]
CO2_curryhazelton1938_co2_004,CO2,298.15,0.0945653,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,curryhazelton1938_co2,Curry & Hazelton (1938),analytical_sampling,,0.000609,0.0338252,0.813,Ostwald coefficient L [cm3/cm3]
CO2_dalmolin2006_co2_001,CO2,288,0.115105,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00093,0.0516708,0.00093,Mole fraction
CO2_dalmolin2006_co2_002,CO2,288,0.12463,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00101,0.0561201,0.00101,Mole fraction
CO2_dalmolin2006_co2_003,CO2,288,0.134053,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00112,0.0622391,0.00112,Mole fraction
CO2_dalmolin2006_co2_004,CO2,288,0.170733,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00143,0.0794906,0.00143,Mole fraction
CO2_dalmolin2006_co2_005,CO2,288,0.195557,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00159,0.0883989,0.00159,Mole fraction
CO2_dalmolin2006_co2_006,CO2,288,0.210148,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00164,0.0911833,0.00164,Mole fraction
CO2_dalmolin2006_co2_007,CO2,288,0.264458,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00215,0.1196,0.00215,Mole fraction
CO2_dalmolin2006_co2_008,CO2,288,0.268511,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00212,0.117928,0.00212,Mole fraction
CO2_dalmolin2006_co2_009,CO2,288,0.271855,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00213,0.118485,0.00213,Mole fraction
CO2_dalmolin2006_co2_010,CO2,288,0.34491,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.0027,0.150278,0.0027,Mole fraction
CO2_dalmolin2006_co2_011,CO2,288,0.348457,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00273,0.151953,0.00273,Mole fraction
CO2_dalmolin2006_co2_012,CO2,288,0.365378,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00297,0.165351,0.00297,Mole fraction
CO2_dalmolin2006_co2_013,CO2,288,0.408745,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00325,0.18099,0.00325,Mole fraction
CO2_dalmolin2006_co2_014,CO2,288,0.466196,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00365,0.203348,0.00365,Mole fraction
CO2_dalmolin2006_co2_015,CO2,293,0.092003,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00063,0.0349923,0.00063,Mole fraction
CO2_dalmolin2006_co2_016,CO2,293,0.102946,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00071,0.0394389,0.00071,Mole fraction
CO2_dalmolin2006_co2_017,CO2,293,0.170429,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00115,0.0639081,0.00115,Mole fraction
CO2_dalmolin2006_co2_018,CO2,293,0.188464,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00133,0.0739245,0.00133,Mole fraction
CO2_dalmolin2006_co2_019,CO2,293,0.233554,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00157,0.0872852,0.00157,Mole fraction
CO2_dalmolin2006_co2_020,CO2,293,0.268714,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00182,0.101209,0.00182,Mole fraction
CO2_dalmolin2006_co2_021,CO2,293,0.294248,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00202,0.112354,0.00202,Mole fraction
CO2_dalmolin2006_co2_022,CO2,293,0.353422,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00242,0.134656,0.00242,Mole fraction
CO2_dalmolin2006_co2_023,CO2,293,0.361426,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00249,0.138561,0.00249,Mole fraction
CO2_dalmolin2006_co2_024,CO2,298,0.10092,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00059,0.0327693,0.00059,Mole fraction
CO2_dalmolin2006_co2_025,CO2,298,0.188161,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00107,0.0594576,0.00107,Mole fraction
CO2_dalmolin2006_co2_026,CO2,298,0.243585,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00149,0.0828309,0.00149,Mole fraction
CO2_dalmolin2006_co2_027,CO2,298,0.260912,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00155,0.0861715,0.00155,Mole fraction
CO2_dalmolin2006_co2_028,CO2,298,0.30357,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00185,0.102881,0.00185,Mole fraction
CO2_dalmolin2006_co2_029,CO2,298,0.367506,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.0022,0.122388,0.0022,Mole fraction
CO2_dalmolin2006_co2_030,CO2,298,0.401146,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00244,0.135772,0.00244,Mole fraction
CO2_dalmolin2006_co2_031,CO2,298,0.465994,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00284,0.158093,0.00284,Mole fraction
CO2_dalmolin2006_co2_032,CO2,308,0.108519,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00052,0.0288794,0.00052,Mole fraction
CO2_dalmolin2006_co2_033,CO2,308,0.136079,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00064,0.0355481,0.00064,Mole fraction
CO2_dalmolin2006_co2_034,CO2,308,0.227779,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00108,0.0600139,0.00108,Mole fraction
CO2_dalmolin2006_co2_035,CO2,308,0.27682,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00132,0.0733679,0.00132,Mole fraction
CO2_dalmolin2006_co2_036,CO2,308,0.298199,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00142,0.078934,0.00142,Mole fraction
CO2_dalmolin2006_co2_037,CO2,308,0.345214,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00163,0.0906264,0.00163,Mole fraction
CO2_dalmolin2006_co2_038,CO2,308,0.361325,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00171,0.0950819,0.00171,Mole fraction
CO2_dalmolin2006_co2_039,CO2,308,0.409657,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00194,0.107896,0.00194,Mole fraction
CO2_dalmolin2006_co2_040,CO2,308,0.442486,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00208,0.115698,0.00208,Mole fraction
CO2_dalmolin2006_co2_041,CO2,308,0.47339,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00226,0.125733,0.00226,Mole fraction
CO2_dalmolin2006_co2_042,CO2,323,0.113585,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00038,0.0211012,0.00038,Mole fraction
CO2_dalmolin2006_co2_043,CO2,323,0.13304,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00045,0.02499,0.00045,Mole fraction
CO2_dalmolin2006_co2_044,CO2,323,0.176103,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00059,0.0327693,0.00059,Mole fraction
CO2_dalmolin2006_co2_045,CO2,323,0.214201,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00073,0.0405507,0.00073,Mole fraction
CO2_dalmolin2006_co2_046,CO2,323,0.245612,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00083,0.0461102,0.00083,Mole fraction
CO2_dalmolin2006_co2_047,CO2,323,0.30357,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00103,0.0572326,0.00103,Mole fraction
CO2_dalmolin2006_co2_048,CO2,323,0.306407,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dalmolin2006_co2,Dalmolin et al. (2006),unstated,,0.00105,0.0583451,0.00105,Mole fraction
