point_id,gas,temperature_K,pressure_MPa,pressure_basis,salt,salt_molality,salt_composition,m_Na,m_Cl,m_K,m_Ca,m_Mg,m_SO4,source_id,reference,method,flags,solubility_mole_fraction,solubility_mol_per_kgw,value_as_printed,unit_as_printed
C2H6_barone1979_c2c4_001,C2H6,288.15,0.101325,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,barone1979_c2c4,Barone et al. (1979),manometric_volumetric,,4.3809303e-05,0.0024318897,0.05745,"Ostwald coefficient gamma_s (Table II 'this work' row, C2H6 block; dimensionless ratio rho_s^w/rho_s^g); P=1 atm stated explicitly in text"
C2H6_barone1979_c2c4_002,C2H6,298.15,0.101325,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,barone1979_c2c4,Barone et al. (1979),manometric_volumetric,,3.3476845e-05,0.0018583074,0.04533,"Ostwald coefficient gamma_s (Table II 'this work' row, C2H6 block; dimensionless ratio rho_s^w/rho_s^g); P=1 atm stated explicitly in text"
C2H6_barone1979_c2c4_003,C2H6,308.15,0.101325,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,barone1979_c2c4,Barone et al. (1979),manometric_volumetric,,2.6776647e-05,0.0014863679,0.03736,"Ostwald coefficient gamma_s (Table II 'this work' row, C2H6 block; dimensionless ratio rho_s^w/rho_s^g); P=1 atm stated explicitly in text"
C2H6_bennaim1973_c2c4_001,C2H6,278.15,0.101325,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,bennaim1973_c2c4,"Ben-Naim, Wilf & Yaacobi 1973",manometric_volumetric,,6.4721002e-05,0.0035927901,0.0820,Ostwald absorption coefficient gamma_s0 (H2O)
C2H6_bennaim1973_c2c4_002,C2H6,283.15,0.101325,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,bennaim1973_c2c4,"Ben-Naim, Wilf & Yaacobi 1973",manometric_volumetric,,5.3590956e-05,0.0029749062,0.0691,Ostwald absorption coefficient gamma_s0 (H2O)
C2H6_bennaim1973_c2c4_003,C2H6,288.15,0.101325,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,bennaim1973_c2c4,"Ben-Naim, Wilf & Yaacobi 1973",manometric_volumetric,,4.5067477e-05,0.0025017351,0.0591,Ostwald absorption coefficient gamma_s0 (H2O)
C2H6_bennaim1973_c2c4_004,C2H6,293.15,0.101325,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,bennaim1973_c2c4,"Ben-Naim, Wilf & Yaacobi 1973",manometric_volumetric,,3.8562027e-05,0.002140598,0.0514,Ostwald absorption coefficient gamma_s0 (H2O)
C2H6_bennaim1973_c2c4_005,C2H6,298.15,0.101325,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,bennaim1973_c2c4,"Ben-Naim, Wilf & Yaacobi 1973",manometric_volumetric,,3.345469e-05,0.0018570776,0.0453,Ostwald absorption coefficient gamma_s0 (H2O)
C2H6_bennaimyaacobi1974_c2c4_001,C2H6,283.15,0.101325,partial_gas,NaCl,0.251499,,0.251499,0.251499,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,4.7704883e-05,0.0026481468,61.51,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_002,C2H6,288.15,0.101325,partial_gas,NaCl,0.2517,,0.251700,0.251700,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,4.072878e-05,0.0022608804,53.41,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_003,C2H6,293.15,0.101325,partial_gas,NaCl,0.251941,,0.251941,0.251941,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,3.5096163e-05,0.0019481993,46.78,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_004,C2H6,298.15,0.101325,partial_gas,NaCl,0.252222,,0.252222,0.252222,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,3.0508183e-05,0.0016935113,41.31,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_005,C2H6,303.15,0.101325,partial_gas,NaCl,0.252543,,0.252543,0.252543,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,2.6737743e-05,0.0014842083,36.76,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_006,C2H6,283.15,0.101325,partial_gas,NaCl,0.505467,,0.505467,0.505467,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,4.3268854e-05,0.0024018877,55.79,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_007,C2H6,288.15,0.101325,partial_gas,NaCl,0.505868,,0.505868,0.505868,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,3.6389924e-05,0.002020019,47.72,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_008,C2H6,293.15,0.101325,partial_gas,NaCl,0.506349,,0.506349,0.506349,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,3.118004e-05,0.0017308072,41.56,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_009,C2H6,298.15,0.101325,partial_gas,NaCl,0.506909,,0.506909,0.506909,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,2.7177557e-05,0.001508623,36.80,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_010,C2H6,303.15,0.101325,partial_gas,NaCl,0.507548,,0.507548,0.507548,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,2.4082944e-05,0.0013368372,33.11,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_011,C2H6,283.15,0.101325,partial_gas,NaCl,1.021036,,1.021036,1.021036,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,3.3869307e-05,0.0018800938,43.67,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_012,C2H6,288.15,0.101325,partial_gas,NaCl,1.021856,,1.021856,1.021856,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,2.8939813e-05,0.0016064485,37.95,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_013,C2H6,293.15,0.101325,partial_gas,NaCl,1.022832,,1.022832,1.022832,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,2.5208267e-05,0.0013993052,33.60,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_014,C2H6,298.15,0.101325,partial_gas,NaCl,1.023962,,1.023962,1.023962,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,2.2369896e-05,0.0012417443,30.29,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_015,C2H6,303.15,0.101325,partial_gas,NaCl,1.025247,,1.025247,1.025247,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,2.0198911e-05,0.0011212313,27.77,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_016,C2H6,283.15,0.101325,partial_gas,NaCl,2.084533,,2.084533,2.084533,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,2.2197181e-05,0.0012321567,28.62,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_017,C2H6,288.15,0.101325,partial_gas,NaCl,2.08639,,2.086390,2.086390,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,1.9339149e-05,0.0010735055,25.36,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_018,C2H6,293.15,0.101325,partial_gas,NaCl,2.088543,,2.088543,2.088543,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,1.7120753e-05,0.00095036144,22.82,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_019,C2H6,298.15,0.101325,partial_gas,NaCl,2.090994,,2.090994,2.090994,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,1.5383565e-05,0.0008539298,20.83,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_bennaimyaacobi1974_c2c4_020,C2H6,303.15,0.101325,partial_gas,NaCl,2.09374,,2.093740,2.093740,0.000000,0.000000,0.000000,0.000000,bennaimyaacobi1974_c2c4,Ben-Naim & Yaacobi 1974,manometric_volumetric,,1.4030947e-05,0.00077884598,19.29,"Ostwald absorption coefficient gamma_s (as printed, x10^3)"
C2H6_claussenpolglase1952_c2c4_001,C2H6,274.65,0.10132472,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,claussenpolglase1952_c2c4,Claussen & Polglase 1952,gravimetric,,7.6068271e-05,0.0042227472,0.0937,"alpha, vol. gas (0C,760mm) per vol. water at 760mm hydrocarbon pressure (this work, av. of individual runs)"
C2H6_claussenpolglase1952_c2c4_002,C2H6,283.65,0.10132472,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,claussenpolglase1952_c2c4,Claussen & Polglase 1952,gravimetric,,5.3190183e-05,0.0029526576,0.0655,alpha (this work av.)
C2H6_claussenpolglase1952_c2c4_003,C2H6,290.65,0.10132472,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,claussenpolglase1952_c2c4,Claussen & Polglase 1952,gravimetric,,4.2837654e-05,0.0023779503,0.0527,alpha (this work av.)
C2H6_claussenpolglase1952_c2c4_004,C2H6,292.95,0.10132472,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,claussenpolglase1952_c2c4,Claussen & Polglase 1952,gravimetric,,4.0335723e-05,0.0022390607,0.0496,alpha (this work av.)
C2H6_claussenpolglase1952_c2c4_005,C2H6,302.95,0.10132472,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,claussenpolglase1952_c2c4,Claussen & Polglase 1952,gravimetric,,3.0573805e-05,0.0016971541,0.0375,alpha (this work av.)
C2H6_claussenpolglase1952_c2c4_006,C2H6,312.85,0.10132472,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,claussenpolglase1952_c2c4,Claussen & Polglase 1952,gravimetric,,2.5115119e-05,0.0013941344,0.0307,alpha (this work av.)
C2H6_claussenpolglase1952_c2c4_007,C2H6,292.95,0.10132472,partial_gas,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,claussenpolglase1952_c2c4,Claussen & Polglase 1952,gravimetric,,3.984781e-05,0.0022119753,0.049,"alpha, individual replicate value (Table I, ethane row T=19.8, first of three individual values 0.0490, 0.0499, 0.0499)"
C2H6_cosgrovewalkley1981_c2c4_001,C2H6,278.15,0.101325,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cosgrovewalkley1981_c2c4,Cosgrove & Walkley 1981,chromatography,,6.483e-05,0.0035988412,0.6483,"mole fraction x2 x10^4 (H2O, Present study column)"
C2H6_cosgrovewalkley1981_c2c4_002,C2H6,283.15,0.101325,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cosgrovewalkley1981_c2c4,Cosgrove & Walkley 1981,chromatography,,5.226e-05,0.0029010192,0.5226,"mole fraction x2 x10^4 (H2O, present study)"
C2H6_cosgrovewalkley1981_c2c4_003,C2H6,288.15,0.101325,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cosgrovewalkley1981_c2c4,Cosgrove & Walkley 1981,chromatography,,4.438e-05,0.0024635709,0.4438,"mole fraction x2 x10^4 (H2O, present study)"
C2H6_cosgrovewalkley1981_c2c4_004,C2H6,293.15,0.101325,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cosgrovewalkley1981_c2c4,Cosgrove & Walkley 1981,chromatography,,3.832e-05,0.0021271624,0.3832,"mole fraction x2 x10^4 (H2O, present study)"
C2H6_cosgrovewalkley1981_c2c4_005,C2H6,298.15,0.101325,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cosgrovewalkley1981_c2c4,Cosgrove & Walkley 1981,chromatography,,3.33e-05,0.0018484904,0.3330,"mole fraction x2 x10^4 (H2O, present study)"
C2H6_cosgrovewalkley1981_c2c4_006,C2H6,303.15,0.101325,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cosgrovewalkley1981_c2c4,Cosgrove & Walkley 1981,chromatography,,2.916e-05,0.0016186714,0.2916,"mole fraction x2 x10^4 (H2O, present study)"
C2H6_cosgrovewalkley1981_c2c4_007,C2H6,308.15,0.101325,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cosgrovewalkley1981_c2c4,Cosgrove & Walkley 1981,chromatography,printed_defect,,,ILLEGIBLE ('-'),"mole fraction x2 x10^4 (H2O, present study)"
C2H6_culbersonhornmcketta1950_c2c4_001,C2H6,310.9278,0.40679066,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,8.93e-05,0.0049573404,0.893,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_002,C2H6,310.9278,0.75842327,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000204,0.011326019,2.04,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_003,C2H6,310.9278,1.3789514,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000311,0.017268475,3.11,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_004,C2H6,310.9278,2.34421738,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000521,0.028934938,5.21,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_005,C2H6,310.9278,3.91622198,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000647,0.035937169,6.47,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_006,C2H6,310.9278,5.28827862,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000709,0.03938336,7.09,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_007,C2H6,310.9278,7.44633756,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000801,0.04449785,8.01,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_008,C2H6,344.2611,0.77910754,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,8.12e-05,0.0045076459,0.812,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_009,C2H6,344.2611,1.35137237,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000154,0.0085496061,1.54,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_010,C2H6,344.2611,2.17184845,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000309,0.017157389,3.09,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_011,C2H6,344.2611,3.53011558,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000417,0.023156648,4.17,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_012,C2H6,344.2611,5.41238424,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.00057,0.031657818,5.70,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_013,C2H6,344.2611,8.37712976,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000679,0.037715795,6.79,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_014,C2H6,377.5944,0.84805511,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,6.98e-05,0.0038747549,0.698,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_015,C2H6,377.5944,1.46168848,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.00013,0.0072170268,1.30,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_016,C2H6,377.5944,2.22011175,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000256,0.014213782,2.56,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_017,C2H6,377.5944,3.77832684,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000391,0.021712264,3.91,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_018,C2H6,377.5944,5.18485726,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.00056,0.031102106,5.60,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_019,C2H6,377.5944,7.72212784,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000661,0.036715304,6.61,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_020,C2H6,410.9278,0.77910754,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,4.75e-05,0.002636773,0.475,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_021,C2H6,410.9278,1.44789897,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000158,0.0087717089,1.58,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_022,C2H6,410.9278,2.20632224,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000272,0.015102385,2.72,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_023,C2H6,410.9278,3.84037965,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000464,0.025767842,4.64,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_024,C2H6,410.9278,5.41238424,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.0006,0.033325019,6.00,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_025,C2H6,410.9278,8.37712976,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000865,0.048056312,8.65,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_026,C2H6,444.2611,1.55821508,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.00014,0.0077722604,1.40,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_027,C2H6,444.2611,2.30284884,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000261,0.014491468,2.61,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_028,C2H6,444.2611,3.64732645,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000503,0.027934763,5.03,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_029,C2H6,444.2611,5.11590969,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.000671,0.037271128,6.71,mole fraction C2H6 x10^4
C2H6_culbersonhornmcketta1950_c2c4_030,C2H6,444.2611,7.86002298,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonhornmcketta1950_c2c4,Culberson-Horn-McKetta 1950,analytical_sampling,,0.00097,0.053895401,9.70,mole fraction C2H6 x10^4
C2H6_culbersonmcketta1950_c2c4_001,C2H6,310.9278,13.27240722,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.000821,0.04560982,0.000821,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_002,C2H6,310.9278,21.47716805,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.00089,0.04944646,0.000890,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_003,C2H6,310.9278,34.71510149,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.001018,0.056565107,0.001018,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_004,C2H6,310.9278,39.9895906,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.001066,0.059235071,0.001066,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_005,C2H6,310.9278,43.64381181,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.001105,0.061404605,0.001105,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_006,C2H6,310.9278,52.43462698,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.00106,0.058901311,0.001060,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_007,C2H6,310.9278,65.18992744,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.00113,0.062795421,0.001130,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_008,C2H6,344.2611,13.68609264,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.000788,0.043775093,0.000788,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_009,C2H6,344.2611,22.58032917,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.000895,0.049724498,0.000895,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_010,C2H6,344.2611,33.68088794,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.001011,0.056175759,0.001011,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_011,C2H6,344.2611,44.71249914,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.001078,0.059902602,0.001078,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_012,C2H6,344.2611,50.67646395,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.0011,0.06112645,0.001100,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_013,C2H6,344.2611,57.43332581,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.001178,0.065465983,0.001178,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_014,C2H6,344.2611,66.53440505,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.001166,0.064798318,0.001166,mol fraction C2H6
C2H6_culbersonmcketta1950_c2c4_015,C2H6,377.5944,13.5481975,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,culbersonmcketta1950_c2c4,Culberson-McKetta 1950,analytical_sampling,,0.000944,0.052449417,0.000944,mol fraction C2H6
