point_id,gas,temperature_K,pressure_MPa,pressure_basis,salt,salt_molality,salt_composition,m_Na,m_Cl,m_K,m_Ca,m_Mg,m_SO4,source_id,reference,method,flags,gas2,gas2_mole_fraction_feed,solubility_mole_fraction,solubility_mol_per_kgw,value_as_printed,unit_as_printed
CH4_dhima1998_ch4_021,CH4,344.15,50.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.001003,0.055730797,0.1003,"% mol methane (C1) component (Table 3, row HC-phase methane content=23.0)"
CH4_dhima1998_ch4_022,CH4,344.15,20.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.000799,0.044386655,0.0799,"% mol methane (C1) component (Table 3, row HC-phase methane content=23.0)"
CH4_dhima1998_ch4_023,CH4,344.15,100.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.002329,0.1295808,0.2329,"% mol methane (C1) component (Table 3, row HC-phase methane content=45.5)"
CH4_dhima1998_ch4_024,CH4,344.15,75.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.002118,0.11781627,0.2118,"% mol methane (C1) component (Table 3, row HC-phase methane content=45.5)"
CH4_dhima1998_ch4_025,CH4,344.15,50.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.001884,0.10477517,0.1884,"% mol methane (C1) component (Table 3, row HC-phase methane content=45.5)"
CH4_dhima1998_ch4_026,CH4,344.15,20.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.001441,0.080102995,0.1441,"% mol methane (C1) component (Table 3, row HC-phase methane content=45.5)"
CH4_dhima1998_ch4_027,CH4,344.15,20.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.001886,0.10488661,0.1886,"% mol methane (C1) component (Table 3, row HC-phase methane content=83.0)"
CH4_dhima1998_ch4_028,CH4,344.15,10.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.00063,0.03499232,0.0630,"% mol methane (C1) component (Table 3 second block, Total Pressure 10/5/2.5 MPa; row HC-phase methane content=23.0)"
CH4_dhima1998_ch4_029,CH4,344.15,5.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.000584,0.032435833,0.0584,% mol methane (C1) component (Table 3 second block; row HC-phase methane content=23.0); footnote (a) applies
CH4_dhima1998_ch4_030,CH4,344.15,2.5,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.000253,0.014047172,0.0253,% mol methane (C1) component (Table 3 second block; row HC-phase methane content=23.0); footnote (a) applies
CH4_dhima1998_ch4_031,CH4,344.15,10.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.00115,0.063908124,0.1150,% mol methane (C1) component (Table 3 second block; row HC-phase methane content=45.5)
CH4_dhima1998_ch4_032,CH4,344.15,5.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.000636,0.035325793,0.0636,% mol methane (C1) component (Table 3 second block; row HC-phase methane content=45.5); footnote (a) applies
CH4_dhima1998_ch4_033,CH4,344.15,2.5,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.000278,0.015435619,0.0278,% mol methane (C1) component (Table 3 second block; row HC-phase methane content=45.5); footnote (a) applies
CH4_dhima1998_ch4_034,CH4,344.15,10.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.001211,0.067302143,0.1211,% mol methane (C1) component (Table 3 second block; row HC-phase methane content=83.0)
CH4_dhima1998_ch4_035,CH4,344.15,2.5,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1998_ch4,"Dhima, de Hemptinne & Moracchini 1998",analytical_sampling,,,,0.000348,0.019323639,0.0348,% mol methane (C1) component (Table 3 second block; row HC-phase methane content=83.0)
CH4_dhima1999_ch4_001,CH4,344.15,10.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1999_ch4,Dhima et al. (1999),analytical_sampling,,CO2,,0.000776,0.04310795,0.000776,"aqueous mole fraction C1 (Table 1 heading 'aqueous mole fraction of C1'); paired equilibrium (gas-phase, dry-basis) methane mole fraction y_CH4=0.5670"
CH4_dhima1999_ch4_002,CH4,344.15,10.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1999_ch4,Dhima et al. (1999),analytical_sampling,,CO2,,0.0011,0.06112645,0.001100,aqueous mole fraction C1; paired y_CH4=0.8045
CH4_dhima1999_ch4_003,CH4,344.15,20.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1999_ch4,Dhima et al. (1999),analytical_sampling,,CO2,,0.00131,0.072811352,0.001310,aqueous mole fraction C1; paired y_CH4=0.5700
CH4_dhima1999_ch4_004,CH4,344.15,20.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1999_ch4,Dhima et al. (1999),analytical_sampling,,CO2,,0.00182,0.10120944,0.001820,aqueous mole fraction C1; paired y_CH4=0.8102
CH4_dhima1999_ch4_005,CH4,344.15,50.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1999_ch4,Dhima et al. (1999),analytical_sampling,,CO2,,0.002434,0.13543703,0.002434,aqueous mole fraction C1; paired y_CH4=0.5850
CH4_dhima1999_ch4_006,CH4,344.15,50.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1999_ch4,Dhima et al. (1999),analytical_sampling,,CO2,,0.00319,0.17763838,0.003190,aqueous mole fraction C1; paired y_CH4=0.8205
CH4_dhima1999_ch4_007,CH4,344.15,75.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1999_ch4,Dhima et al. (1999),analytical_sampling,,CO2,,0.003027,0.168534,0.003027,aqueous mole fraction C1; paired y_CH4=0.5870
CH4_dhima1999_ch4_008,CH4,344.15,75.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1999_ch4,Dhima et al. (1999),analytical_sampling,,CO2,,0.003893,0.21693864,0.003893,aqueous mole fraction C1; paired y_CH4=0.8260
CH4_dhima1999_ch4_009,CH4,344.15,100.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,dhima1999_ch4,Dhima et al. (1999),analytical_sampling,,CO2,,0.00361,0.20111124,0.003610,aqueous mole fraction C1; paired y_CH4=0.5940
CH4_gao1997_ch4_078,CH4,323.15,5.54,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.000633,0.035159056,6.33,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_079,CH4,323.15,10.35,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.001032,0.05734382,10.32,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_080,CH4,323.15,19.7,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.001565,0.08700677,15.65,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_081,CH4,323.15,30.44,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.002128,0.11837372,21.28,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_082,CH4,323.15,40.2,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.002541,0.14140609,25.41,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_083,CH4,323.15,50.4,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.002878,0.1602142,28.78,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_084,CH4,323.15,56.3,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.003062,0.17048868,30.62,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_085,CH4,373.15,5.2,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.000621,0.03449212,6.21,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_086,CH4,373.15,10.35,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.000974,0.054117867,9.74,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_087,CH4,373.15,20.6,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.001544,0.085837462,15.44,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_088,CH4,373.15,29.0,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.002047,0.11385871,20.47,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_089,CH4,373.15,40.2,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.00252,0.14023449,25.20,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_090,CH4,373.15,50.3,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.002852,0.15876267,28.52,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_091,CH4,373.15,56.5,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.003012,0.16769632,30.12,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_092,CH4,403.15,5.4,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.000665,0.036937632,6.65,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_093,CH4,403.15,10.54,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.001041,0.057844433,10.41,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_094,CH4,403.15,20.3,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.001618,0.0899581,16.18,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_095,CH4,403.15,30.4,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.002147,0.1194329,21.47,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_096,CH4,403.15,40.2,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.002574,0.14324727,25.74,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_097,CH4,403.15,50.45,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.002936,0.16345248,29.36,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_098,CH4,403.15,57.7,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,,,0.003162,0.17607422,31.62,"10^4x (mole fraction TOTAL natural gas mixture in liquid, Table 6 heading 10^4x)"
CH4_gao1997_ch4_099,CH4,323.15,5.54,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.0005990,0.03328,0.5990 × 10-3,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid of the natural-gas + 5 mass % NaHCO3 system, Table 7 heading x(C1))"
CH4_gao1997_ch4_100,CH4,323.15,10.35,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.0009773,0.05430,0.9773 × 10-3,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_101,CH4,323.15,19.7,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.001497,0.08322,0.1497 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_102,CH4,323.15,30.44,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.002027,0.11274,0.2027 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_103,CH4,323.15,40.2,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.002407,0.13393,0.2407 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_104,CH4,323.15,50.4,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.002730,0.15195,0.2730 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_105,CH4,323.15,56.3,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.002901,0.16150,0.2901 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_106,CH4,373.15,5.2,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.0005878,0.03265,0.5878 × 10-3,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_107,CH4,373.15,10.35,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.0009267,0.05149,0.9267 × 10-3,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_108,CH4,373.15,20.6,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.001476,0.08205,0.1476 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_109,CH4,373.15,29.0,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.001953,0.10862,0.1953 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_110,CH4,373.15,40.2,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.002404,0.13378,0.2404 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_111,CH4,373.15,50.3,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.002728,0.15184,0.2728 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_112,CH4,373.15,56.5,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.002863,0.15938,0.2863 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_113,CH4,403.15,5.4,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.0006298,0.03499,0.6298 × 10-3,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_114,CH4,403.15,10.64,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.001001,0.05562,0.1001 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_115,CH4,403.15,20.3,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.001554,0.08639,0.1554 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_116,CH4,403.15,30.4,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.002058,0.11447,0.2058 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_117,CH4,403.15,40.2,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.002447,0.13616,0.2447 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_118,CH4,403.15,50.45,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.002816,0.15675,0.2816 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_gao1997_ch4_119,CH4,403.15,57.7,total,mixed,0.626514,NaHCO3,,,,,,,gao1997_ch4,"Gao, Zheng & Guo (1997)",analytical_sampling,,CO2,,0.003047,0.16970,0.3047 × 10-2,"x(C1) (mole fraction of the METHANE component only, salt-free basis, within the equilibrium liquid, Table 7 heading x(C1))"
CH4_hayashi2014_ch4_006,CH4,333.15,5.81,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hayashi2014_ch4,Hayashi (2014),chromatography,,CO2,,0.00017722109,0.0098389982,0.22,"mL/g; CH4 solubility column, gas-phase CH4=20.37 mol%/CO2=79.63 mol%"
CH4_hayashi2014_ch4_007,CH4,333.25,10.49,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hayashi2014_ch4,Hayashi (2014),chromatography,,CO2,,0.00039463387,0.021914132,0.49,mL/g; gas-phase CH4=21.93 mol%/CO2=78.07 mol%
CH4_hayashi2014_ch4_008,CH4,333.15,5.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hayashi2014_ch4,Hayashi (2014),chromatography,,CO2,,0.00033827668,0.018783542,0.42,mL/g; gas-phase CH4=39.86 mol%/CO2=60.14 mol%
CH4_hayashi2014_ch4_009,CH4,333.25,7.32,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hayashi2014_ch4,Hayashi (2014),chromatography,,CO2,,0.00049123143,0.027280859,0.61,mL/g; gas-phase CH4=40.48 mol%/CO2=59.52 mol%
CH4_hayashi2014_ch4_010,CH4,333.05,9.85,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hayashi2014_ch4,Hayashi (2014),chromatography,,CO2,,0.00065218587,0.036225403,0.81,mL/g; gas-phase CH4=42.30 mol%/CO2=57.70 mol%
CH4_hayashi2014_ch4_011,CH4,333.25,12.87,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hayashi2014_ch4,Hayashi (2014),chromatography,,CO2,,0.00079700055,0.044275492,0.99,mL/g; gas-phase CH4=43.49 mol%/CO2=56.51 mol%
CH4_hayashi2014_ch4_012,CH4,333.15,4.56,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hayashi2014_ch4,Hayashi (2014),chromatography,,CO2,,0.00046708379,0.025939177,0.58,mL/g; gas-phase CH4=61.60 mol%/CO2=38.40 mol%
CH4_hayashi2014_ch4_013,CH4,333.05,8.74,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hayashi2014_ch4,Hayashi (2014),chromatography,,CO2,,0.00083721941,0.046511628,1.04,mL/g; gas-phase CH4=67.46 mol%/CO2=32.54 mol%
CH4_hayashi2014_ch4_014,CH4,333.05,12.37,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hayashi2014_ch4,Hayashi (2014),chromatography,,CO2,,0.0011668919,0.064847943,1.45,mL/g; gas-phase CH4=68.40 mol%/CO2=31.60 mol%
CH4_hayashi2014_ch4_015,CH4,332.95,16.88,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hayashi2014_ch4,Hayashi (2014),chromatography,,CO2,,0.0015525736,0.086314848,1.93,mL/g; gas-phase CH4=69.21 mol%/CO2=30.79 mol%
CH4_kastanidis2017_ch4_001,CH4,289.2,12.55,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,0.0013,0.072254817,0.0013(3),"x_CH4 (mole fraction CH4 in liquid, Table 4 heading x_CH4 (mole fraction))"
CH4_kastanidis2017_ch4_002,CH4,289.2,12.55,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,,,0.0116(2),"x_CO2 (mole fraction CO2 in liquid, Table 4 heading x_CO2 (mole fraction))"
CH4_kastanidis2017_ch4_003,CH4,289.7,12.11,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,0.0016,0.088955727,0.0016(3),"x_CH4 (mole fraction CH4 in liquid, Table 4)"
CH4_kastanidis2017_ch4_004,CH4,289.7,12.11,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,,,0.0109(3),"x_CO2 (mole fraction CO2 in liquid, Table 4)"
CH4_kastanidis2017_ch4_005,CH4,290.4,11.77,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,0.0022,0.12238767,0.0022(5),"x_CH4 (mole fraction CH4 in liquid, Table 4)"
CH4_kastanidis2017_ch4_006,CH4,290.4,11.77,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,,,0.0118(4),"x_CO2 (mole fraction CO2 in liquid, Table 4)"
CH4_kastanidis2017_ch4_007,CH4,286.0,8.15,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,0.0016,0.088955727,0.0016(2),"x_CH4 (mole fraction CH4 in liquid, Table 4)"
CH4_kastanidis2017_ch4_008,CH4,286.0,8.15,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,,,0.0108(2),"x_CO2 (mole fraction CO2 in liquid, Table 4)"
CH4_kastanidis2017_ch4_009,CH4,285.9,8.32,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,0.0016,0.088955727,0.0016(3),"x_CH4 (mole fraction CH4 in liquid, Table 4)"
CH4_kastanidis2017_ch4_010,CH4,285.9,8.32,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,,,0.0108(1),"x_CO2 (mole fraction CO2 in liquid, Table 4)"
CH4_kastanidis2017_ch4_011,CH4,285.6,8.6,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2017_ch4,"Kastanidis, Romanos, Stubos, Economou & Tsimpanogiannis (2017)",chromatography,,CO2,,0.0023,0.12796358,0.0023(6),"x_CH4 (mole fraction CH4 in liquid, Table 4)"
